Name	MOA	Target	Disease Area	Indication	Id	Phase
ketorolac	cyclooxygenase inhibitor	PTGS1, PTGS2	neurology/psychiatry	pain relief	BRD-K01825750-234-03-9, BRD-K01825750-001-01-9, BRD-K01825750-001-01-9	Launched
ketotifen	histamine receptor agonist, leukotriene receptor antagonist, phosphodiesterase inhibitor	HRH1	neurology/psychiatry	itching	BRD-K28936863-051-32-2, BRD-K28936863-051-32-2, BRD-K28936863-051-33-0, BRD-K28936863-051-31-4	Launched
kevetrin	p53 activator				BRD-K61339991-003-01-8, BRD-K61339991-003-01-8	Phase 1
KF-38789	P selectin inhibitor	SELP			BRD-A54927599-001-17-7, BRD-A54927599-001-16-9, BRD-A54927599-001-18-9	Preclinical
KG-5	RAF inhibitor	BRAF, FLT3, KIT, PDGFRB			BRD-K90747162-001-02-9, BRD-K90747162-001-02-9, BRD-K90747162-001-01-4	Preclinical
KH-CB19	CDC inhibitor	CLK1, CLK3, DYRK1A			BRD-K66430217-001-03-8, BRD-K66430217-001-03-8, BRD-K66430217-001-03-8	Preclinical
khellin	vasodilator				BRD-K80353807-001-24-6, BRD-K80353807-001-25-3	Phase 2
KHK-IN-1	hexokinase inhibitor	KHK			BRD-K84605263-003-01-6, BRD-K84605263-003-01-6, BRD-K84605263-003-01-6, BRD-K84605263-003-01-6, BRD-K84605263-003-01-6	Preclinical
KHS-101	neural stem cell inducer	TACC3			BRD-K78978711-003-03-9, BRD-K78978711-003-01-3, BRD-K78978711-003-01-3	Preclinical
KI-16425	lysophosphatidic acid receptor antagonist	LPAR1, LPAR3			BRD-A25569250-001-03-3	Preclinical
KI-20227	c-Fms inhibitor	CSF1R, KDR, KIT, PDGFRB			BRD-A88787317-001-02-9, BRD-A88787317-001-01-0	Preclinical
KI-8751	KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	KDR			BRD-K47150025-001-06-1, BRD-K47150025-001-05-3, BRD-K47150025-001-05-3, BRD-K47150025-001-09-5	Preclinical
kifunensine	mannosidase inhibitor	MAN1B1, MAN2A1			BRD-K02898090-001-02-7, BRD-K02898090-001-02-7, BRD-K02898090-001-04-9, BRD-K02898090-001-04-9	Phase 1
kinetin	cell division inducer		dermatology	sunburn	BRD-K65667145-001-14-0, BRD-K65667145-001-14-0	Launched
ki16198	lipoprotein antagonist	LPA			BRD-A94323479-001-02-8, BRD-A94323479-001-02-8, BRD-A94323479-001-03-6	Preclinical
KL-001	proteasome inhibitor	CRY1, CRY2			BRD-A94580299-001-11-9, BRD-A94580299-001-10-4, BRD-A94580299-001-10-4	Preclinical
KM-0118	anticancer agent				BRD-K00005245-001-01-9	Phase 1
KME-4	prostaglandin inhibitor				BRD-K00004747-001-01-9	Preclinical
KML29	monoacylglucerol lipase inhibitor	MGLL			BRD-K46734292-001-03-6	Preclinical
KN-62	calcium/calmodulin dependent protein kinase inhibitor, purinergic receptor antagonist	AKT1, CAMK2A, CHEK1, LCK, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, P2RX7, PRKCA, ROCK1, RPS6KB1, SGK1			BRD-A81177136-001-12-7	Preclinical
KN-93	calcium/calmodulin dependent protein kinase inhibitor	CAMK2A			BRD-K93480852-003-01-0, BRD-K93480852-001-06-3, BRD-K93480852-001-05-5	Preclinical
Ko143	BCRP inhibitor	ABCB1, ABCC1			BRD-K64642496-001-04-0, BRD-K64642496-001-03-2, BRD-K64642496-001-03-2	Preclinical
KP-1212					BRD-K46690591-001-01-2	Phase 2
KPT-185	exportin antagonist	XPO1			BRD-K71467466-001-02-3, BRD-K71467466-001-02-3, BRD-K71467466-001-02-3	Preclinical
KPT-276	exportin antagonist	XPO1			BRD-K75352575-001-02-9, BRD-K75352575-001-01-3, BRD-K75352575-001-01-3, BRD-K75352575-001-01-3	Preclinical
KPT-9274	NAMPT inhibitor				BRD-K00004701-001-01-9	Phase 1
KR-33494	cell death inhibitor 				BRD-K00004587-001-01-9	Preclinical
KRCA-0008	ALK inihibitor	ALK			BRD-K40604024-001-02-9, BRD-K40604024-001-01-6	Preclinical
KRN-633	VEGFR inhibitor	FLT1, FLT4, KDR			BRD-K90993449-001-03-9, BRD-K90993449-001-02-7, BRD-K90993449-001-02-7	Preclinical
KS-176	BCRP inhibitor	ABCG2			BRD-K81053848-001-01-0, BRD-K81053848-001-02-9	Preclinical
KT-433	uricosuric agent				BRD-K66437909-001-01-0	Phase 2
KU-0063794	mTOR inhibitor	MTOR			BRD-K67566344-001-08-3, BRD-K67566344-001-07-5, BRD-K67566344-001-07-5	Preclinical
KU-55933	ATM kinase inhibitor	ATM, PRKDC			BRD-K25311561-001-10-7, BRD-K25311561-001-09-9	Preclinical
KU-60019	ATM kinase inhibitor	ATM			BRD-K36016295-001-06-0, BRD-K36016295-001-06-0, BRD-K36016295-001-06-0, BRD-K36016295-001-05-2, BRD-K36016295-001-04-5	Preclinical
kuromanin	ribosyl cyclase inhibitor	CD38			BRD-K51337109-003-01-3	Preclinical
KU14R	imidazoline receptor antagonist				BRD-A38747044-001-03-1, BRD-A38747044-001-03-1, BRD-A38747044-001-04-9, BRD-A38747044-001-02-3, BRD-A38747044-001-02-3	Preclinical
KW-2449	Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor	ABL1, AURKA, AURKB, FLT3			BRD-K21718444-001-06-8, BRD-K21718444-001-06-8, BRD-K21718444-001-06-8	Phase 1
KW-2478	HSP inhibitor				BRD-K41213548-001-03-9, BRD-K41213548-001-03-9, BRD-K41213548-001-02-0, BRD-K41213548-001-02-0	Phase 1/Phase 2
KW-3902	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3			BRD-A95683721-001-03-8, BRD-A95683721-001-03-8, BRD-A95683721-001-01-2	Phase 3
KX2-391	SRC inhibitor, tubulin polymerization inhibitor	SRC			BRD-K29968218-001-03-2, BRD-K29968218-001-02-4, BRD-K29968218-001-02-4, BRD-K29968218-001-02-4	Phase 3
kynurenic-acid	glutamate receptor antagonist	GPR35, GRIN1, GRIN2A, GRIN2B			BRD-K85872723-001-17-5, BRD-K85872723-001-15-9, BRD-K85872723-001-18-9	Phase 1
KY02111	WNT pathway inhibitor	DKK1			BRD-K13302470-001-04-9, BRD-K13302470-001-04-9, BRD-K13302470-001-04-9, BRD-K13302470-001-03-5, BRD-K13302470-001-02-7	Preclinical
K02288	bone morphogenic protein inhibitor	BMP1			BRD-K58568447-001-03-7, BRD-K58568447-001-03-7, BRD-K58568447-001-03-7, BRD-K58568447-001-02-9, BRD-K58568447-001-01-1, BRD-K58568447-001-01-1	Preclinical
K145	sphingosine kinase inhibitor	SPHK2			BRD-K12106308-003-01-9, BRD-K12106308-003-01-9, BRD-K12106308-003-01-9	Preclinical
L-(+)-rhamnose-monohydrate					BRD-K00003714-002-01-9	Preclinical
L-alanine		AARS, AARS2, ABAT, AGXT, AGXT2, GPRC6A, GPT, GPT2, KYNU, NFS1, PHYKPL, SLC1A4, SLC36A1, SLC7A8			BRD-K25125382-001-02-5	Launched
L-arginine	nitric oxide precursor	ARG2, ASL, ASS1, AZIN2, GPRC6A, NOS2, NOS3, SLC7A1, SLC7A3, SLC7A4	cardiology, neurology/psychiatry, urology, obstetrics/gynecology, otolaryngology	congestive heart failure, hypertension, coronary artery disease (CAD), claudication, senile dementia, erectile dysfunction, infertility, common cold	BRD-K06033833-003-03-3, BRD-K06033833-003-03-3	Launched
L-asparagine		ASNS, ASRGL1, NARS, NARS2, SLC1A5, SLC38A3			BRD-K06665116-001-02-6	Phase 3
L-asparagine-N-hydroxy					BRD-K82178523-001-01-6	Preclinical
L-aspartic-acid	metallic radical formation stimulant	ACY1, ACY3, ADSS, ADSSL1, ASNS, ASPA, ASPH, ASRGL1, ASS1, CAD, DARS, DARS2, GOT1, GOT2, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, LYZ, PAICS, RNASE1, SLC1A1, SLC25A12, SLC25A13			BRD-K97163964-001-04-1, BRD-K97163964-001-04-1, BRD-K97163964-001-03-3	Launched
L-citrulline	nitric oxide stimulant	ASS1, DDAH1, DDAH2, GPRC6A, NOS1, NOS2, NOS3, OTC, PADI1, PADI2, PADI3, PADI4, PADI6	cardiology, urology	hypertension, erectile dysfunction	BRD-A12237696-001-05-9, BRD-A12237696-001-05-9, BRD-A12237696-001-04-2, BRD-A12237696-001-04-2	Launched
L-cysteine		CARS, CARS2, CBS, CDO-1, CDO1, CSAD, CTH, GCLC, GCLM, GOT1, GSS, MGMT, NFS1, SLC19A3	rheumatology	osteoarthritis, rheumatoid arthritis	BRD-K00795468-001-02-1	Launched
L-cysteinesulfinic-acid	glutamate receptor agonist	GRM1, GRM5, GSR, HMGCS2, PAPOLA, PRDX2			BRD-A25800195-001-02-2, BRD-A25800195-001-03-9	Preclinical
L-cystine		CTNS, SLC3A1, SLC7A11, SLC7A9			BRD-K99679910-001-02-3	Launched
L-ergothioneine	free radical scavenger				BRD-K26341917-001-01-3	Phase 3
L-glutamine		CTPS1, GLUL, GPRC6A, PPAT	gastroenterology, dental, neurology/psychiatry, rheumatology	diarrhea, mucositis, muscle pain, joint pain, peptic ulcer disease (PUD), ulcerative colitis, Crohn's disease, anxiety, insomnia	BRD-K83896451-001-06-7, BRD-K83896451-001-07-5	Launched
L-hydroxyproline					BRD-A12454076-001-01-9	Launched
L-kynurenine	aryl hydrocarbon receptor agonist				BRD-K20497775-001-06-9	Phase 1
L-leucine		BCAT1, BCAT2, LARS, LARS2, LCMT1, LCMT2			BRD-K12853841-001-02-2	Phase 3
L-lysine	serotonin receptor agonist	GPRC6A, KARS, SLC7A1, SLC7A2, SLC7A3, SLC7A4			BRD-K86016185-001-01-3	Phase 2
L-methionine	voltage-gated calcium channel ligand	BHMT, BHMT2, METAP2, MTR, MTRR	pulmonary, allergy, neurology/psychiatry	asthma, allergic rhinitis, depression, Parkinson's Disease, schizophrenia	BRD-K06502269-001-02-6	Launched
L-mimosine	dopamine beta hydroxylase inhibitor, eukaryotic translation initiation factor inhibitor	DBH, EIF5A			BRD-K00004529-001-01-9	Preclinical
L-monomethylarginine	nitric oxide synthase inhibitor	NOS1, NOS2			BRD-K20946707-001-01-9	Phase 3
L-NAME	nitric oxide synthase inhibitor	NOS3			BRD-K33141550-003-06-5, BRD-K33141550-003-11-9, BRD-K33141550-003-05-7	Phase 2/Phase 3
L-NIL	nitric oxide synthase inhibitor	NOS1, NOS2, NOS3			BRD-K60036103-003-02-9, BRD-K60036103-003-01-6	Preclinical
L-phenylisopropyladenosine					BRD-K25521961-001-06-9	Preclinical
L-proline	glutamate receptor agonist	EPRS, L3HYPDH, P3H1, P3H2, P3H3, P4HA1, P4HA2, PARS2, PPIA, PPIB, PPIC, PPIF, PPIG, PPIH, PRODH, PROSC, PYCR1, PYCR2, PYCRL, SLC6A14, SLC6A7			BRD-K01666412-001-02-0	Launched
L-quisqualic-acid	glutamate receptor agonist	FOLH1, GRIA2, GRIK1, GRIK2, GRM1, GRM2, GRM3, GRM5, GRM7, GRM8			BRD-K92404805-001-07-0, BRD-K92404805-001-07-0, BRD-K92404805-001-07-0, BRD-K92404805-001-08-9, BRD-K92404805-001-08-9	Preclinical
L-theanine	glutamate receptor antagonist				BRD-K04843140-001-04-9	Launched
L-threonine		TARS, TARS2, THNSL1			BRD-K75508643-001-02-6	Phase 2
L-valine					BRD-K59424860-001-02-9, BRD-K59424860-001-01-4	Phase 2
L-152804	neuropeptide receptor antagonist	NPY5R			BRD-K01827100-001-10-9, BRD-K01827100-001-16-9, BRD-K01827100-001-09-9	Preclinical
L-161982	prostanoid receptor antagonist	PTGER4			BRD-K39733634-001-03-4, BRD-K39733634-001-03-4, BRD-K39733634-001-02-6, BRD-K39733634-001-04-9	Preclinical
L-168049	glucagon receptor antagonist	GCGR			BRD-K18036262-001-03-6, BRD-K18036262-001-02-8, BRD-K18036262-001-02-8, BRD-K18036262-001-04-9	Preclinical
L-365260	CCK receptor antagonist	CCKAR, CCKBR, KCNQ1			BRD-K34277641-001-01-2	Phase 2
L-368899	oxytocin receptor antagonist	AVPR1A, AVPR2, OXTR			BRD-K00004282-003-01-9	Phase 1
L-655,708	GABA receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRG2			BRD-K13474508-001-02-0, BRD-K13474508-001-02-0, BRD-K13474508-001-03-9, BRD-K13474508-001-01-2, BRD-K13474508-001-01-2	Preclinical
L-655240	thromboxane receptor antagonist	PTGES			BRD-K89402695-001-03-1, BRD-K89402695-001-02-3	Phase 1
L-670596	prostanoid receptor antagonist				BRD-A85472596-001-03-9, BRD-A85472596-001-02-2, BRD-A85472596-001-02-2	Preclinical
L-689560	glutamate receptor antagonist	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D			BRD-K74284736-001-03-1, BRD-K74284736-001-04-9, BRD-K74284736-001-02-3	Preclinical
L-690330	inositol monophosphatase inhibitor	IMPA1			BRD-K28470988-001-04-6	Preclinical
L-693403	sigma receptor agonist, sigma receptor antagonist	DRD2, SIGMAR1			BRD-K83322645-050-02-9, BRD-K83322645-050-01-9, BRD-K83322645-050-01-9, BRD-K83322645-050-01-9, BRD-K83322645-050-01-9	Preclinical
L-694247	serotonin receptor agonist	HTR1A, HTR1B, HTR1D			BRD-K18816859-001-06-9, BRD-K18816859-001-02-2	Preclinical
L-701252	glutamate receptor antagonist	GRIN1			BRD-K10176267-001-03-3	Preclinical
L-701324	glutamate receptor antagonist	GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D			BRD-K08109516-001-08-6, BRD-K08109516-001-08-6, BRD-K08109516-001-10-9, BRD-K08109516-001-07-8	Preclinical
L-732,138	tachykinin antagonist	TACR1, TACR2			BRD-K37952347-001-02-2, BRD-K37952347-001-02-2, BRD-K37952347-001-03-9, BRD-K37952347-001-01-4	Preclinical
L-733060	tachykinin antagonist	TACR1			BRD-K15791587-003-03-9, BRD-K15791587-003-02-5, BRD-K15791587-003-02-5, BRD-K15791587-003-02-5	Preclinical
L-741742	dopamine receptor antagonist	DRD3, DRD4, SCN1A, SCN3A			BRD-K13211965-003-03-9, BRD-K13211965-003-02-8	Preclinical
L-745870	dopamine receptor antagonist	DRD1, DRD2, DRD3, DRD4, HTR1A, HTR2A, HTR6, HTR7			BRD-K05528470-305-03-0, BRD-K05528470-305-03-0, BRD-K05528470-305-02-2	Preclinical
L-755507	adrenergic receptor agonist	ADRB1, ADRB2, ADRB3			BRD-K39359968-001-02-6, BRD-K39359968-001-01-8, BRD-K39359968-001-03-9	Preclinical
L-760735	tachykinin antagonist	TACR1			BRD-K30425481-003-01-0, BRD-K30425481-003-02-9	Preclinical
L-778123	farnesyltransferase inhibitor	FNTA, FNTB, PGGT1B			BRD-K10958118-003-01-5, BRD-K10958118-003-01-5, BRD-K10958118-003-01-5, BRD-K10958118-003-01-5, BRD-K10958118-003-02-9	Phase 1
L-798106	prostanoid receptor antagonist	PTGER3			BRD-K43905307-001-02-0, BRD-K43905307-001-01-2, BRD-K43905307-001-03-9	Preclinical
L-838417	GABA receptor partial agonist	GABRA1, GABRA2, GABRA3, GABRA5			BRD-K46647427-001-02-0, BRD-K46647427-001-02-0, BRD-K46647427-001-03-9	Preclinical
labetalol	adrenergic receptor antagonist	ADRA1D, ADRB1, ADRB2	cardiology	hypertension	BRD-K01825098-001-02-9, BRD-K01825098-001-02-9	Launched
lacidipine	calcium channel blocker	CACNA1C	cardiology	hypertension	BRD-K43586850-001-04-9, BRD-K43586850-001-04-9, BRD-K43586850-001-04-9, BRD-K43586850-001-02-9, BRD-K43586850-001-02-9, BRD-K43586850-001-02-9	Launched
lactulose	laxative		gastroenterology	portal-systemic encephalopathy (PSE)	BRD-K77258318-001-05-9, BRD-K77258318-001-04-6, BRD-K77258318-001-04-6	Launched
lafutidine	histamine receptor antagonist	HRH2	gastroenterology	duodenal ulcer disease, peptic ulcer disease (PUD)	BRD-K00003615-001-01-9	Launched
lamivudine	nucleoside reverse transcriptase inhibitor		infectious disease	human immunodeficiency virus (HIV-1), acquired immunodeficiency syndrome (AIDS), hepatitis B	BRD-K02992638-001-11-8, BRD-K02992638-001-13-9	Launched
lamotrigine	serotonin receptor antagonist, sodium channel blocker	SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	neurology/psychiatry	epilepsy, bipolar disorder	BRD-K93460210-001-23-7, BRD-K93460210-001-22-9, BRD-K93460210-001-27-9, BRD-K93460210-001-27-9	Launched
lanabecestat	beta secretase inhibitor				BRD-K00003387-001-01-9	Phase 3
lanatoside-C	cardiac glycoside				BRD-A64242993-001-05-6, BRD-A64242993-001-05-6	Preclinical
landiolol	adrenergic receptor antagonist	ADRB1	cardiology	cardiac arrythmia	BRD-K86436199-003-01-3, BRD-K86436199-003-01-3	Launched
lanifibranor	PPAR receptor agonist				BRD-K00003462-001-01-9	Phase 2
lanoconazole	sterol demethylase inhibitor		infectious disease	fungal infection	BRD-A54275602-001-01-0	Launched
lansoprazole	ATPase inhibitor	ATP4A, ATP4B	gastroenterology	heartburn	BRD-K00004280-001-01-9	Launched
lapatinib	EGFR inhibitor	EGFR, ERBB2	oncology	breast cancer	BRD-K19687926-001-10-8, BRD-K19687926-001-10-8, BRD-K19687926-001-10-8, BRD-K19687926-379-07-4, BRD-K19687926-379-07-4, BRD-K19687926-001-04-1, BRD-K19687926-001-04-1, BRD-K19687926-001-04-1	Launched
lappaconite	sodium channel blocker				BRD-K00025602-004-02-9	Phase 2
laquinimod	immunosuppressant	CXCL2			BRD-K60918217-001-02-0, BRD-K60918217-001-04-9, BRD-K60918217-001-04-9, BRD-K60918217-001-03-8, BRD-K60918217-001-03-8	Phase 3
larazotide-acetate	tight junction regulator				BRD-K00003469-015-01-9	Phase 2
laropiprant	prostanoid receptor antagonist	PTGDR, PTGDR2, PTGER1, PTGER2, PTGER3, PTGFR, PTGIR, TBXA2R	cardiology	cholesterol	BRD-K48894757-001-02-9, BRD-K48894757-001-02-9, BRD-K48894757-001-02-9, BRD-K48894757-001-01-8, BRD-K48894757-001-01-8	Launched
larotrectinib	tropomyosin receptor kinase inhibitor	NTRK1, NTRK2, NTRK3			BRD-K36574127-001-01-3, BRD-K36574127-001-01-3	Launched
lasalocid	bacterial permeability inducer		infectious disease	coccidiosis	BRD-K10207760-236-13-9	Launched
lasmiditan	serotonin receptor agonist				BRD-K00003178-003-01-9	Launched
lasofoxifene	selective estrogen receptor modulator (SERM)	ESR1, ESR2	orthopedics, oncology	osteoporosis, breast cancer	BRD-M93148412-001-02-6, BRD-M93148412-001-01-8	Launched
latanoprost	prostanoid receptor agonist	PTGFR	ophthalmology	ocular hypertension, glaucoma	BRD-K10961822-001-05-1, BRD-K10961822-001-05-1	Launched
latrepirdine	glutamate receptor antagonist	HRH1, HTR6			BRD-K55703048-300-02-4, BRD-K55703048-001-07-7, BRD-K55703048-001-07-7, BRD-K55703048-300-01-6, BRD-K55703048-300-01-6	Phase 3
latrunculin-B	actin polymerization inhibitor	ACTA1, MKL1, SPIRE2			BRD-K61292460-001-02-3, BRD-K61292460-001-03-1	Phase 1
lauric-acid	bacterial permeability inducer	GPR84, HNF4A, LTF, LY96, PLA2G2A, TLR4			BRD-K67375056-001-07-9	Phase 3
lauric-diethanolamide					BRD-K11548689-001-02-9, BRD-K11548689-001-01-6	Preclinical
laurocapram					BRD-K35698076-001-02-9, BRD-K35698076-001-01-2	Phase 3
lazabemide	monoamine oxidase inhibitor	MAOB			BRD-K51486818-003-03-6, BRD-K51486818-003-02-8, BRD-K51486818-003-02-8	Phase 3
lazertinib	tyrosine kinase inhibitor				BRD-K00003501-001-01-9	Phase 1/Phase 2
LB-100	protein phosphatase inhibitor				BRD-K00025603-001-01-9	Phase 2
LB42708	farnesyltransferase inhibitor				BRD-K18834913-001-03-7, BRD-K18834913-001-01-1, BRD-K18834913-001-01-1, BRD-K18834913-001-01-1, BRD-K18834913-001-01-1, BRD-K18834913-001-01-1, BRD-K18834913-001-01-1, BRD-K18834913-001-01-1, BRD-K18834913-001-05-9, BRD-K18834913-001-02-9	Preclinical
LCL-161	XIAP inhibitor	BIRC2, XIAP			BRD-K08248804-001-01-8, BRD-K08248804-001-01-8, BRD-K08248804-001-01-8, BRD-K08248804-001-01-8, BRD-K08248804-001-01-8, BRD-K08248804-001-01-8, BRD-K08248804-001-01-8, BRD-K08248804-001-03-9	Phase 2
LCQ908	diacylglycerol O acyltransferase inhibitor	DGAT1			BRD-K20008181-001-01-3, BRD-K20008181-001-01-3, BRD-K20008181-001-01-3, BRD-K20008181-001-03-9, BRD-K20008181-001-03-9, BRD-K20008181-001-03-9	Phase 3
LCZ696	angiotensin receptor antagonist		cardiology	angioedema, hypotension		Launched
LDC1267	protein tyrosine kinase inhibitor	AXL, MERTK, TYRO3			BRD-K44715996-001-01-0, BRD-K44715996-001-01-0	Preclinical
LDN-209929	haspin kinase inhibitor	GSG2			BRD-K61795638-300-02-9, BRD-K61795638-300-01-0	Preclinical
LDN-212854	bone morphogenic protein inhibitor	ABL1, ACVR1, RIPK2			BRD-K59831625-001-03-9, BRD-K59831625-001-01-6, BRD-K59831625-001-01-6, BRD-K59831625-001-01-6, BRD-K59831625-001-01-6, BRD-K59831625-001-01-6, BRD-K59831625-001-01-6, BRD-K59831625-001-01-6, BRD-K59831625-001-02-4, BRD-K59831625-001-02-4	Preclinical
LDN-27219	tissue transglutaminase inhibitor	TGM2			BRD-K51485109-001-02-9, BRD-K51485109-001-01-4	Preclinical
LDN193189	bone morphogenic protein inhibitor	ACVR1, BMPR1A			BRD-K04853698-376-01-4, BRD-K04853698-376-01-4, BRD-K04853698-376-01-4, BRD-K04853698-376-01-4	Preclinical
LE-135	retinoid receptor agonist	RARB			BRD-K06593056-001-05-5, BRD-K06593056-001-05-5, BRD-K06593056-001-04-8	Preclinical
ledipasvir	HCV inhibitor		infectious disease	hepatitis C	BRD-K05446112-001-01-8, BRD-K05446112-001-01-8, BRD-K05446112-001-01-8, BRD-K05446112-001-02-9	Launched
leflunomide	dihydroorotate dehydrogenase inhibitor, PDGFR tyrosine kinase receptor inhibitor	AHR, DHODH, PTK2B	rheumatology	rheumatoid arthritis	BRD-K78692225-001-24-5, BRD-K78692225-001-23-7, BRD-K78692225-001-29-9, BRD-K78692225-001-22-9	Launched
lemborexant	orexin receptor antagonist	HCRTR1, HCRTR2			BRD-K78666663-001-01-6	Launched
lenalidomide	anticancer agent	TNF	hematologic malignancy	multiple myeloma, mantle cell lymphoma (MCL), myelodysplastic diseases (MDS)	BRD-A17883755-001-06-1	Launched
leniolisib	PI3K inhibitor				BRD-K00003261-001-01-9	Phase 2/Phase 3
lenvatinib	FGFR inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor	FLT4, KDR	oncology	thyroid cancer	BRD-K39974922-001-04-3, BRD-K39974922-001-04-3, BRD-K39974922-001-04-3, BRD-K39974922-001-04-3, BRD-K39974922-001-04-3	Launched
leonurine	anti-inflammatory agent				BRD-K00004696-001-01-9	Preclinical
LEQ506	G protein signaling inhibitor				BRD-K00003269-001-01-9	Phase 1
lercanidipine	calcium channel blocker	CACNA2D1	cardiology	hypertension	BRD-A18992208-003-02-7, BRD-A18992208-003-02-7, BRD-A18992208-003-02-7	Launched
lerisetron	serotonin receptor antagonist	HTR3A			BRD-K62398570-001-02-9, BRD-K62398570-300-01-2, BRD-K62398570-001-01-6	Phase 3
lersivirine	non-nucleoside reverse transcriptase inhibitor				BRD-K03289534-001-01-4, BRD-K03289534-001-02-9	Phase 2
lesinurad	uric acid diuretic	SLC22A12	rheumatology	gout	BRD-K75024268-001-01-0, BRD-K75024268-001-02-9	Launched
lestaurtinib	FLT3 inhibitor, growth factor receptor inhibitor, JAK inhibitor	FLT3, NTRK1			BRD-A27376179-001-01-3, BRD-A27376179-001-01-3, BRD-A27376179-001-01-3, BRD-A27376179-001-01-3, BRD-A27376179-001-01-3, BRD-A27376179-001-01-3, BRD-A27376179-001-01-3, BRD-A27376179-001-01-3, BRD-A27376179-001-01-3, BRD-A27376179-001-01-3, BRD-A27376179-001-01-3	Phase 3
leteprinim	nerve growth factor agonist				BRD-K21612934-001-01-1	Phase 2
letermovir	CMV terminase inhibitor		infectious disease	cytomegalovirus (CMV)	BRD-K94288301-001-01-7, BRD-K94288301-001-01-7, BRD-K94288301-001-02-9	Launched
letosteine	mucolytic agent		pulmonary, infectious disease	bronchitis, pneumonia	BRD-A32597168-001-03-6	Launched
letrazuril	antiinfective drug				BRD-K00003474-001-01-9	Phase 1
letrozole	aromatase inhibitor	CYP19A1	oncology	breast cancer	BRD-K88789588-001-17-9, BRD-K88789588-001-16-4, BRD-K88789588-001-14-9	Launched
leucomethylene-blue	nitric oxide production inhibitor, tau aggregation inhibitor	MAPT			BRD-K27460187-334-01-8	Phase 3
leucovorin	folate receptor ligand		oncology	osteosarcoma	BRD-K01825581-238-05-9, BRD-K01825581-399-03-9, BRD-K01825581-399-03-9, BRD-K01825581-399-02-9, BRD-K01825581-399-02-9	Launched
